0  10825
1  10612
2  10561
3  10658
4  10709
5  10580
6  10528
7  10489
8  10630
9  10670
10  10644
11  10516
12  10557
13  10437
14  10711
15  10832
16  10903
17  11028
18  11250
19  11099
20  10977
21  11034
22  10900
23  10788
24  10675
25  10655
26  10894
27  10809
28  10721
29  10739
30  10729
31  10693
32  10807
33  10990
34  11135
35  11059
36  10973
37  10802
38  10665
39  10663
40  10578
41  10617
42  10756
43  10849
44  10934
45  10824
46  10704
47  10535
48  10602
49  10556
50  10679
51  10749
52  10857
53  10893
54  10784
55  10611
56  10691
57  10678
58  10619
59  10687
60  10890
61  10980
62  11092
63  10937
64  11073
65  10965
66  10910
67  10882
68  10777
69  10524
70  10613
71  10616
72  10874
73  10878
74  10574
75  10446
76  10288
77  10338
78  10379
79  10392
80  10389
