0  26973
1  29262
2  26714
3  28168
4  26139
5  28690
6  26455
7  27976
8  27015
9  28383
10  27524
11  27773
12  27783
13  27142
14  28780
15  27112
16  29300
17  27257
18  29119
19  27617
20  29657
21  26839
22  29539
23  26863
24  28956
25  27226
26  28695
27  27547
28  28410
29  27702
30  28026
31  28442
32  27073
33  28651
34  27218
35  28988
36  27378
37  29693
38  26816
39  29576
40  26720
41  29275
42  27378
43  28279
44  28085
45  28179
46  28084
47  27647
48  28045
49  26885
50  28438
51  26567
52  29863
53  26770
54  29028
55  26897
56  28696
57  27253
58  29281
59  28034
60  28394
61  28503
62  28826
63  30122
64  27551
65  29575
66  27242
67  30387
68  26867
69  29533
70  27796
71  29568
72  28198
73  28649
74  28418
75  28062
76  28130
77  27367
78  28543
79  27040
80  29202
