0  888
1  1334
2  1470
3  1481
4  1488
5  1506
6  1518
7  1523
8  1538
9  1539
10  1511
11  1502
12  1479
13  1487
14  1519
15  1557
16  1594
17  1620
18  1632
19  1623
20  1600
21  1563
22  1557
23  1557
24  1576
25  1602
26  1628
27  1638
28  1635
29  1603
30  1582
31  1550
32  1550
33  1567
34  1589
35  1604
36  1625
37  1633
38  1624
39  1594
40  1587
41  1585
42  1591
43  1612
44  1625
45  1633
46  1618
47  1607
48  1594
49  1559
50  1533
51  1525
52  1522
53  1540
54  1574
55  1587
56  1599
57  1605
58  1571
59  1553
60  1546
61  1580
62  1613
63  1655
64  1671
65  1682
66  1682
67  1660
68  1637
69  1629
70  1612
71  1623
72  1652
73  1675
74  1664
75  1658
76  1636
77  1602
78  1572
79  1559
80  1573
