0  14835
1  14836
2  14845
3  14846
4  14913
5  14975
6  15051
7  15089
8  15054
9  15009
10  14946
11  14915
12  14920
13  14995
14  15112
15  15182
16  15212
17  15180
18  15099
19  14994
20  14960
21  14951
22  14982
23  15056
24  15136
25  15192
26  15182
27  15131
28  15033
29  14953
30  14960
31  15014
32  15083
33  15158
34  15234
35  15233
36  15206
37  15121
38  15020
39  14978
40  15003
41  15056
42  15141
43  15215
44  15276
45  15273
46  15213
47  15132
48  15078
49  15093
50  15149
51  15234
52  15301
53  15335
54  15333
55  15314
56  15238
57  15159
58  15125
59  15159
60  15239
61  15329
62  15410
63  15420
64  15383
65  15318
66  15244
67  15176
68  15165
69  15204
70  15288
71  15359
72  15385
73  15353
74  15274
75  15189
76  15112
77  15058
78  15094
79  15204
80  15279
