0  14435
1  15226
2  15363
3  15421
4  15451
5  15477
6  15455
7  15476
8  15522
9  15507
10  15543
11  15503
12  15502
13  15498
14  15478
15  15548
16  15502
17  15485
18  15560
19  15559
20  15564
21  15577
22  15586
23  15512
24  14599
25  14553
26  15271
27  15541
28  15597
29  15630
30  15615
31  15608
32  15612
33  15600
34  15600
35  15596
36  15600
37  15617
38  15605
