0  43312
1  44510
2  44987
3  44706
4  45135
5  45082
6  45658
7  45828
8  45651
9  44949
10  44384
11  44823
12  44867
13  44999
14  45377
15  46206
16  47330
17  47834
18  47886
19  47123
20  46892
21  46303
22  46165
23  46735
24  46769
25  47053
26  47333
27  47399
28  46775
29  45829
30  45938
31  45689
32  45855
33  45838
34  47022
35  47290
36  47333
37  47499
38  47053
39  46487
40  45615
41  45792
42  45576
43  45655
44  46213
45  46496
46  46811
47  46494
48  45800
49  45246
50  44964
51  44612
52  45377
53  45738
54  45734
55  46218
56  46214
57  45660
58  45661
59  45319
60  45107
61  45826
62  46494
63  46799
64  47124
65  46770
66  46496
67  46437
68  45829
69  45385
70  45278
71  45688
72  46501
73  47055
74  46660
75  46496
76  45679
77  44946
78  44428
79  44384
80  44226
