0  32030
1  35381
2  35500
3  35780
4  36052
5  36500
6  36894
7  37165
8  37127
9  36590
10  35994
11  35493
12  35665
13  36502
14  36613
15  37170
16  37558
17  37729
18  38012
19  37438
20  36782
21  36781
22  36604
23  36327
24  36336
25  36781
26  37585
27  37728
28  37797
29  37268
30  36252
31  36336
32  36780
33  36938
34  37170
35  37433
36  37165
37  36609
38  36503
39  36225
40  35500
41  35380
42  35715
43  36226
44  36504
45  36967
46  36928
47  36889
48  36182
49  35427
50  35385
51  35381
52  35498
53  35776
54  36220
55  36611
56  36783
57  36504
58  35764
59  34821
60  35073
61  35494
62  35577
63  35757
64  36221
65  36607
66  36995
67  36505
68  35502
69  34826
70  34546
71  34643
72  35720
73  36224
74  36025
75  35947
76  35385
77  35110
78  34554
79  33995
80  33990
