0  4303
1  4295
2  4308
3  4340
4  4376
5  4389
6  4346
7  4312
8  4298
9  4303
10  4317
11  4343
12  4387
13  4448
14  4504
15  4553
16  4572
17  4574
18  4574
19  4583
20  4575
21  4596
22  4617
23  4628
24  4650
25  4644
26  4608
27  4587
28  4595
29  4600
30  4625
31  4656
32  4685
33  4725
34  4743
35  4743
36  4719
37  4695
38  4693
39  4685
40  4696
41  4701
42  4702
43  4712
44  4722
45  4704
46  4680
47  4644
48  4621
49  4613
50  4630
51  4642
52  4654
53  4669
54  4684
55  4704
56  4703
57  4701
58  4710
59  4750
60  4794
61  4827
62  4852
63  4848
64  4863
65  4859
66  4830
67  4794
68  4781
69  4779
70  4795
71  4798
72  4822
73  4822
74  4789
75  4733
76  4679
77  4652
78  4662
79  4680
80  4698
81  4729
82  4747
83  4713
84  4661
85  4603
86  4542
87  4518
88  4518
89  4523
90  4516
91  4508
92  4501
93  4452
94  4392
95  4340
96  4329
97  4327
98  4329
99  4327
100  4330
