0  3107
1  3114
2  3157
3  3186
4  3205
5  3175
6  3131
7  3094
8  3068
9  3063
10  3099
11  3161
12  3217
13  3251
14  3264
15  3265
16  3263
17  3253
18  3271
19  3300
20  3330
21  3361
22  3381
23  3377
24  3353
25  3333
26  3281
27  3280
28  3314
29  3359
30  3407
31  3444
32  3425
33  3424
34  3412
35  3396
36  3389
37  3405
38  3426
39  3464
40  3482
41  3485
42  3457
43  3431
44  3410
45  3403
46  3402
47  3419
48  3448
49  3469
50  3473
51  3452
52  3434
53  3407
54  3408
55  3424
56  3470
57  3505
58  3542
59  3584
60  3593
61  3571
62  3561
63  3554
64  3576
65  3598
66  3613
67  3613
68  3603
69  3587
70  3576
71  3543
72  3524
73  3531
74  3528
75  3512
76  3501
77  3507
78  3496
79  3485
80  3468
81  3447
82  3461
83  3466
84  3448
85  3427
86  3403
87  3401
88  3379
89  3334
90  3289
91  3270
92  3266
93  3261
94  3245
95  3237
96  3244
97  3228
98  3208
99  3184
100  3153
