0  45325
1  45045
2  44285
3  43984
4  43966
5  44046
6  45100
7  45139
8  45419
9  45658
10  44707
11  44535
12  43868
13  43771
14  44261
15  45295
16  46213
17  46985
18  47562
19  47265
20  46723
21  45656
22  45099
23  44876
24  45174
25  46033
26  46534
27  47278
28  47131
29  46103
30  45826
31  45577
32  44427
33  44321
34  45102
35  46208
36  46815
37  46766
38  46726
39  46059
40  45066
41  44261
42  44269
43  44315
44  44708
45  45768
46  46272
47  46250
48  45658
49  45015
50  44154
51  43622
52  43595
53  44062
54  44822
55  45425
56  45377
57  45322
58  44445
59  44424
60  44008
61  44152
62  44985
63  45651
64  46068
65  46261
66  46495
67  46334
68  45278
69  44430
70  44008
71  44538
72  45381
73  45933
74  45966
75  45735
76  45166
77  43862
78  43038
79  42475
80  42524
